budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,combined_features
94000000,Animation Family,http://movies.disney.com/finding-nemo,12,"[{'id': 494, 'name': 'father son relationship'}, {'id': 10026, 'name': 'harbor'}, {'id': 14785, 'name': 'underwater'}, {'id': 33759, 'name': 'fish tank'}, {'id': 33760, 'name': 'great barrier reef'}, {'id': 156948, 'name': 'missing child'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 180557, 'name': 'short term memory loss'}, {'id': 180568, 'name': 'clownfish'}, {'id': 180574, 'name': 'father son reunion'}, {'id': 181068, 'name': 'protective father'}]",en,Finding Nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",85.688789,"[{""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-05-30,940335536,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"There are 3.7 trillion fish in the ocean, they're looking for one.",Finding Nemo,7.6,6122,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way. Animation Family father son relationship harbor underwater fish tank great barrier reef missing child aftercreditsstinger duringcreditsstinger short term memory loss clownfish father son reunion protective father"
94000000,Adventure Fantasy Action,http://www.lordoftherings.net,122,"[{'id': 603, 'name': 'elves'}, {'id': 606, 'name': 'orcs'}, {'id': 609, 'name': 'middle-earth (tolkien)'}, {'id': 818, 'name': 'based on novel'}, {'id': 3301, 'name': 'suspicion'}, {'id': 3930, 'name': 'bravery'}, {'id': 6091, 'name': 'war'}, {'id': 9812, 'name': 'honor'}, {'id': 11173, 'name': 'troll'}, {'id': 14707, 'name': 'brutality'}, {'id': 14819, 'name': 'violence'}, {'id': 162846, 'name': 'ghost'}, {'id': 173700, 'name': 'end of trilogy'}, {'id': 207372, 'name': 'quest'}, {'id': 234213, 'name': 'sword and sorcery'}]",en,The Lord of the Rings: The Return of the King,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm.",123.630332,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-12-01,1118888979,201.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The eye of the enemy is moving.,The Lord of the Rings: The Return of the King,8.1,8064,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm. Adventure Fantasy Action elves orcs middle-earth (tolkien) based on novel suspicion bravery war honor troll brutality violence ghost end of trilogy quest sword and sorcery"
79000000,Adventure Fantasy Action,http://www.lordoftherings.net/,121,"[{'id': 603, 'name': 'elves'}, {'id': 606, 'name': 'orcs'}, {'id': 609, 'name': 'middle-earth (tolkien)'}, {'id': 611, 'name': 'hobbit'}, {'id': 818, 'name': 'based on novel'}, {'id': 1653, 'name': 'explosive'}, {'id': 1964, 'name': 'cave'}, {'id': 4268, 'name': 'fort'}, {'id': 6092, 'name': 'army'}, {'id': 10364, 'name': 'mission'}, {'id': 10563, 'name': 'attack'}, {'id': 33788, 'name': 'guide'}, {'id': 177912, 'name': 'wizard'}, {'id': 189093, 'name': 'ring'}, {'id': 234213, 'name': 'sword and sorcery'}]",en,The Lord of the Rings: The Two Towers,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",106.914973,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""The Saul Zaentz Company"", ""id"": 5237}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-12-18,926287400,179.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A New Power Is Rising.,The Lord of the Rings: The Two Towers,8.0,7487,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard. Adventure Fantasy Action elves orcs middle-earth (tolkien) hobbit based on novel explosive cave fort army mission attack guide wizard ring sword and sorcery"
95000000,Adventure Fantasy,http://www.seventhsonmovie.com/,68737,"[{'id': 2343, 'name': 'magic'}, {'id': 4238, 'name': 'chosen one'}, {'id': 177895, 'name': 'dark fantasy'}, {'id': 177900, 'name': 'witch hunter'}, {'id': 177901, 'name': 'evil witch'}, {'id': 223438, 'name': 'based on young adult novel'}, {'id': 234213, 'name': 'sword and sorcery'}]",en,Seventh Son,"John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't?",63.628459,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Thunder Road Pictures"", ""id"": 3528}, {""name"": ""Outlaw Sinema"", ""id"": 13444}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}, {""name"": ""Pendle Mountain Productions"", ""id"": 40112}, {""name"": ""China Film Co."", ""id"": 40890}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2014-12-12,114178613,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"When darkness falls, the son will rise. When the son falls, the dark knight will rise.",Seventh Son,5.2,957,"John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't? Adventure Fantasy magic chosen one dark fantasy witch hunter evil witch based on young adult novel sword and sorcery"
93000000,Thriller Action Drama Science Fiction,http://www.apeswillrise.com/,61791,"[{'id': 2051, 'name': 'intelligence'}, {'id': 2172, 'name': 'zoo'}, {'id': 4392, 'name': 'cage'}, {'id': 4565, 'name': 'dystopia'}, {'id': 12393, 'name': 'golden gate bridge'}, {'id': 14759, 'name': 'ape'}, {'id': 15149, 'name': 'monkey'}, {'id': 158025, 'name': 'medical research'}, {'id': 158101, 'name': ""alzheimer's disease""}]",en,Rise of the Planet of the Apes,"Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father. Will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects – especially Caesar, his pet chimpanzee.",138.433168,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Chernin Entertainment"", ""id"": 7076}, {""name"": ""Big Screen Productions"", ""id"": 10893}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-08-03,482860185,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Evolution Becomes Revolution.,Rise of the Planet of the Apes,7.0,4347,"Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father. Will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects – especially Caesar, his pet chimpanzee. Thriller Action Drama Science Fiction intelligence zoo cage dystopia golden gate bridge ape monkey medical research alzheimer's disease"
92000000,Action Thriller,http://www.diehardmovie.com/,47964,"[{'id': 258, 'name': 'bomb'}, {'id': 591, 'name': 'cia'}, {'id': 2139, 'name': 'russia'}, {'id': 10685, 'name': 'escape'}, {'id': 18074, 'name': 'courthouse'}, {'id': 186447, 'name': 'rogue'}, {'id': 186450, 'name': 'moscow'}]",en,A Good Day to Die Hard,"Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes.",65.402595,"[{""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Mid Atlantic Films"", ""id"": 2735}, {""name"": ""Big Screen Productions"", ""id"": 10893}, {""name"": ""Temple Hill Entertainment"", ""id"": 12292}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Giant Pictures"", ""id"": 34396}, {""name"": ""Origo Film Group"", ""id"": 34397}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-02-06,304654182,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Yippee Ki-Yay Mother Russia,A Good Day to Die Hard,5.2,3493,"Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes. Action Thriller bomb cia russia escape courthouse rogue moscow"
92000000,Action Adventure Animation Family,http://disney.go.com/disneyvideos/animatedfilms/incredibles/main.html,9806,"[{'id': 1308, 'name': 'secret identity'}, {'id': 1328, 'name': 'secret'}, {'id': 1701, 'name': 'hero'}, {'id': 2041, 'name': 'island'}, {'id': 4391, 'name': 'wretch'}, {'id': 4769, 'name': 'supernatural powers'}, {'id': 6110, 'name': 'weapon'}, {'id': 7335, 'name': 'lawsuit'}, {'id': 9715, 'name': 'superhero'}]",en,The Incredibles,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",77.817571,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-11-05,631442092,115.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"No gut, no glory",The Incredibles,7.4,5152,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume. Action Adventure Animation Family secret identity secret hero island wretch supernatural powers weapon lawsuit superhero"
90000000,Action Adventure Comedy Science Fiction,http://www.sonypictures.com/homevideo/meninblack/,607,"[{'id': 1308, 'name': 'secret identity'}, {'id': 1381, 'name': 'sun glasses'}, {'id': 1568, 'name': 'undercover'}, {'id': 1826, 'name': 'space marine'}, {'id': 2173, 'name': 'illegal immigration'}, {'id': 2428, 'name': 'deportation'}, {'id': 2547, 'name': 'new identity'}, {'id': 3240, 'name': 'giant cockroach'}, {'id': 3242, 'name': 'cannon'}, {'id': 3243, 'name': 'flying saucer'}, {'id': 4751, 'name': 'stay permit'}, {'id': 9951, 'name': 'alien'}, {'id': 174915, 'name': 'fictional government agency'}]",en,Men in Black,"Men in Black follows the exploits of agents Kay and Jay, members of a top-secret organization established to monitor and police alien activity on Earth. The two Men in Black find themselves in the middle of the deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies. In order to prevent worlds from colliding, the MiB must track down the terrorist and prevent the destruction of Earth. It's just another typical day for the Men in Black.",104.121555,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Parkes+MacDonald Image Nation"", ""id"": 49325}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-07-02,589390539,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Protecting the Earth from the scum of the universe.,Men in Black,6.9,4412,"Men in Black follows the exploits of agents Kay and Jay, members of a top-secret organization established to monitor and police alien activity on Earth. The two Men in Black find themselves in the middle of the deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies. In order to prevent worlds from colliding, the MiB must track down the terrorist and prevent the destruction of Earth. It's just another typical day for the Men in Black. Action Adventure Comedy Science Fiction secret identity sun glasses undercover space marine illegal immigration deportation new identity giant cockroach cannon flying saucer stay permit alien fictional government agency"
90000000,Animation Comedy Family,http://toystory.disney.com/toy-story-2,863,"[{'id': 2598, 'name': 'museum'}, {'id': 3246, 'name': 'prosecution'}, {'id': 3394, 'name': 'identity crisis'}, {'id': 3800, 'name': 'airplane'}, {'id': 4294, 'name': 'flea market'}, {'id': 4295, 'name': 'collector'}, {'id': 4298, 'name': 'teamwork'}, {'id': 6054, 'name': 'friendship'}, {'id': 18031, 'name': 'rescue team'}, {'id': 175343, 'name': 'garage sale'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 187065, 'name': 'toy comes to life'}, {'id': 209386, 'name': 'personification'}, {'id': 209387, 'name': 'inanimate objects coming to life'}]",en,Toy Story 2,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",73.575118,"[{""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-10-30,497366869,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The toys are back!,Toy Story 2,7.3,3806,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong. Animation Comedy Family museum prosecution identity crisis airplane flea market collector teamwork friendship rescue team garage sale duringcreditsstinger toy comes to life personification inanimate objects coming to life"
100000000,Animation Comedy Family,http://www.cloudywithachanceofmeatballs.com/,22794,"[{'id': 3694, 'name': 'weather'}, {'id': 10637, 'name': 'food'}, {'id': 156810, 'name': 'science'}]",en,Cloudy with a Chance of Meatballs,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",46.781182,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Sony Pictures Animation"", ""id"": 2251}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-17,242988466,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Prepare to get served.,Cloudy with a Chance of Meatballs,6.5,1747,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed? Animation Comedy Family weather food science"
90000000,Animation Comedy Family Adventure,http://www.iceagemovies.com/films/ice-age-dawn-of-the-dinosaurs,8355,"[{'id': 2219, 'name': 'ice age'}, {'id': 3450, 'name': 'bridge'}, {'id': 6255, 'name': 'insanity'}, {'id': 10787, 'name': 'jungle'}, {'id': 12616, 'name': 'dinosaur'}, {'id': 17985, 'name': 'birth'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 209714, 'name': '3d'}]",en,Ice Age: Dawn of the Dinosaurs,"Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.",69.457898,"[{""name"": ""Blue Sky Studios"", ""id"": 9383}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-06-29,886686817,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You Won't Believe Your Ice!,Ice Age: Dawn of the Dinosaurs,6.5,2271,"Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs. Animation Comedy Family Adventure ice age bridge insanity jungle dinosaur birth duringcreditsstinger 3d"
90000000,Drama Thriller Crime,http://thedeparted.warnerbros.com/,1422,"[{'id': 1568, 'name': 'undercover'}, {'id': 1680, 'name': 'boston'}, {'id': 6149, 'name': 'police'}, {'id': 9713, 'name': 'friends'}, {'id': 10391, 'name': 'mafia'}, {'id': 11199, 'name': 'undercover cop'}, {'id': 11578, 'name': 'mobster'}, {'id': 14617, 'name': 'mole'}, {'id': 177235, 'name': 'state police'}, {'id': 177258, 'name': 'police training'}, {'id': 177259, 'name': 'realtor'}]",en,The Departed,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",63.429157,"[{""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Media Asia Films"", ""id"": 5552}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Initial Entertainment Group (IEG)"", ""id"": 7380}, {""name"": ""Plan B Entertainment"", ""id"": 45778}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-10-05,289847354,151.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}]",Released,Lies. Betrayal. Sacrifice. How far will you take it?,The Departed,7.9,4339,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them. Drama Thriller Crime undercover boston police friends mafia undercover cop mobster mole state police police training realtor"
92000000,Action Comedy,http://www.tropicthunder.com/,7446,"[{'id': 886, 'name': 'film making'}, {'id': 8201, 'name': 'satire'}, {'id': 10787, 'name': 'jungle'}, {'id': 162262, 'name': 'movie star'}, {'id': 167475, 'name': 'southeast asia'}, {'id': 167477, 'name': 'land mine'}, {'id': 167486, 'name': 'shackles'}, {'id': 167492, 'name': 'war filmmaking'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 184816, 'name': 'blackface'}, {'id': 224875, 'name': 'method acting'}]",en,Tropic Thunder,"Vietnam veteran 'Four Leaf' Tayback's memoir, Tropic Thunder, is being made into a film, but Director Damien Cockburn can’t control the cast of prima donnas. Behind schedule and over budget, Cockburn is ordered by a studio executive to get filming back on track, or risk its cancellation. On Tayback's advice, Cockburn drops the actors into the middle of the jungle to film the remaining scenes but, unbeknownst to the actors and production, the group have been dropped in the middle of the Golden Triangle, the home of heroin-producing gangs.",43.192048,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Goldcrest Pictures"", ""id"": 11843}, {""name"": ""Red Hour Films"", ""id"": 12178}, {""name"": ""Internationale Filmproduktion Stella-del-Sud Second"", ""id"": 12379}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2008-08-09,188072649,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,The movie they think they're making... isn't a movie anymore.,Tropic Thunder,6.5,1667,"Vietnam veteran 'Four Leaf' Tayback's memoir, Tropic Thunder, is being made into a film, but Director Damien Cockburn can’t control the cast of prima donnas. Behind schedule and over budget, Cockburn is ordered by a studio executive to get filming back on track, or risk its cancellation. On Tayback's advice, Cockburn drops the actors into the middle of the jungle to film the remaining scenes but, unbeknownst to the actors and production, the group have been dropped in the middle of the Golden Triangle, the home of heroin-producing gangs. Action Comedy film making satire jungle movie star southeast asia land mine shackles war filmmaking duringcreditsstinger blackface method acting"
90000000,Thriller Crime Mystery Drama,http://dragontattoo.com/,65754,"[{'id': 570, 'name': 'rape'}, {'id': 736, 'name': 'journalist'}, {'id': 818, 'name': 'based on novel'}, {'id': 917, 'name': 'journalism'}, {'id': 2157, 'name': 'hacker'}, {'id': 2652, 'name': 'nazis'}, {'id': 4470, 'name': 'punk'}, {'id': 5340, 'name': 'investigation'}, {'id': 9714, 'name': 'remake'}, {'id': 10371, 'name': 'antisocial personality disorder'}, {'id': 10714, 'name': 'serial killer'}, {'id': 10941, 'name': 'disappearance'}, {'id': 12361, 'name': 'hacking'}, {'id': 155555, 'name': 'computer hacker'}, {'id': 156386, 'name': 'bible quote'}, {'id': 197952, 'name': 'scandinavian'}, {'id': 207691, 'name': 'abuse'}]",en,The Girl with the Dragon Tattoo,"This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.",47.651083,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Film Rites"", ""id"": 8083}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Yellow Bird"", ""id"": 33817}, {""name"": ""Ground Control"", ""id"": 47479}]","[{""iso_3166_1"": ""NO"", ""name"": ""Norway""}, {""iso_3166_1"": ""SE"", ""name"": ""Sweden""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-12-14,232617430,158.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Evil shall with evil be expelled.,The Girl with the Dragon Tattoo,7.2,2434,"This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined. Thriller Crime Mystery Drama rape journalist based on novel journalism hacker nazis punk investigation remake antisocial personality disorder serial killer disappearance hacking computer hacker bible quote scandinavian abuse"
90000000,Action Adventure Crime Mystery,http://sherlock-holmes-movie.warnerbros.com/,10528,"[{'id': 703, 'name': 'detective'}, {'id': 770, 'name': 'scotland yard'}, {'id': 1909, 'name': 'coffin'}, {'id': 4252, 'name': 'black magic'}, {'id': 5638, 'name': 'arrest'}, {'id': 9104, 'name': 'partner'}, {'id': 9401, 'name': 'sherlock holmes'}, {'id': 9826, 'name': 'murder'}, {'id': 10028, 'name': 'steampunk'}, {'id': 11855, 'name': 'pentagram'}, {'id': 33514, 'name': 'clue'}]",en,Sherlock Holmes,"Eccentric consulting detective, Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.",57.834787,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Internationale Filmproduktion Blackbird Dritte"", ""id"": 19855}, {""name"": ""Wigram Productions"", ""id"": 23202}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-12-23,524028679,128.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Nothing escapes him.,Sherlock Holmes,7.0,5766,"Eccentric consulting detective, Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England. Action Adventure Crime Mystery detective scotland yard coffin black magic arrest partner sherlock holmes murder steampunk pentagram clue"
100000000,Drama,http://www.benhurmovie.com/,271969,"[{'id': 10085, 'name': 'betrayal'}, {'id': 232766, 'name': 'vengeance'}]",en,Ben-Hur,A falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him.,29.608322,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Sean Daniel Company"", ""id"": 19857}, {""name"": ""LightWorkers Media"", ""id"": 23920}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-08-17,94061311,125.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,First to finish. Last to die.,Ben-Hur,5.3,621,A falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him. Drama betrayal vengeance
120000000,Animation Family Adventure Science Fiction,http://www.disney.com/atlantis,10865,"[{'id': 658, 'name': 'sea'}, {'id': 2768, 'name': 'atlantis'}, {'id': 10336, 'name': 'animation'}, {'id': 14785, 'name': 'underwater'}, {'id': 33696, 'name': 'sea monster'}]",en,Atlantis: The Lost Empire,"The world's most highly qualified crew of archaeologists and explorers is led by historian Milo Thatch as they board the incredible 1,000-foot submarine Ulysses and head deep into the mysteries of the sea.",51.548589,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Feature Animation"", ""id"": 10217}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-06-02,186053725,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Atlantis is waiting...,Atlantis: The Lost Empire,6.7,1224,"The world's most highly qualified crew of archaeologists and explorers is led by historian Milo Thatch as they board the incredible 1,000-foot submarine Ulysses and head deep into the mysteries of the sea. Animation Family Adventure Science Fiction sea atlantis animation underwater sea monster"
